District,Price,m² (Net),Number of rooms,Building Age,Floor location,Heating,Number of bathrooms,Balcony,Furnished,Available for Loan,Fiber Internet,Kitchen (Built-in),Security,Thermal Insulation,Generator,Indoors_Parking,Doorman,Playground,Sound insulation,Shopping_Mall,Mosque,Pharmacy,Amusement center,Hospital,High school,Market,Police station,The health clinic,District Market,Gym,University,Primary School-Secondary School,Town center,Highway,Shared_Taxi_Dolmus,E-5,Airport,Metro,Metrobus,TEM,Nature,Mezzanine,Accessibility_Score,Is_Handicap_Accessible
Beyoğlu,190000,45.0,2,31  and more than,1,0,1,1,No,No,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0
Arnavutköy,310000,90.0,3,2,1,1,1,1,No,Yes,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Başakşehir,745000,120.0,4,0,1,1,2,1,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beykoz,610000,90.0,3,26-30 between,1,1,1,1,No,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beşiktaş,750000,80.0,3,26-30 between,0,1,1,1,No,Yes,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
Çekmeköy,930000,190.0,7,5-10 between,1,1,2,1,No,Unknown,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
Esenyurt,345000,108.0,4,21-25 between,0,1,2,1,No,Yes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fatih,290000,75.0,3,26-30 between,1,1,1,1,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bakırköy,950000,160.0,5,5-10 between,2,1,3,1,No,Yes,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0
Şişli,1400000,130.0,4,5-10 between,2,1,2,0,No,Yes,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0
Zeytinburnu,2050000,212.0,5,4,2,1,2,1,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kartal,1100000,150.0,4,16-20 between,2,1,2,1,No,Yes,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0
Esenyurt,139000,90.0,3,0,2,1,2,1,No,Yes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1
Bakırköy,400000,85.0,3,21-25 between,0,1,1,1,No,Yes,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Güngören,320000,90.0,3,16-20 between,2,1,1,1,No,Yes,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0
Beylikdüzü,775000,160.0,6,3,2,1,3,1,No,Yes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0
Sarıyer,680000,160.0,4,11-15 between,2,1,2,1,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bayrampaşa,1185000,182.0,4,4,2,1,2,1,No,Yes,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1
Güngören,365000,105.0,4,31  and more than,1,1,1,0,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bayrampaşa,300000,85.0,3,16-20 between,1,1,1,0,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sultanbeyli,300000,105.0,4,0,0,1,1,0,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bayrampaşa,570000,80.0,3,0,1,1,1,1,No,Yes,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0
Ümraniye,750000,121.0,4,11-15 between,2,1,1,1,Unknown,Yes,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
Tuzla,425000,93.0,3,0,3,1,1,0,No,Yes,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1
Bahçelievler,555000,155.0,4,31  and more than,1,1,1,1,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kağıthane,590000,70.0,3,3,1,1,1,0,No,Yes,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0
Sarıyer,3195000,250.0,5,1,3,1,3,1,No,Yes,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1
Büyükçekmece,625000,125.0,4,21-25 between,2,1,2,1,No,Yes,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,3,1
Zeytinburnu,165000,60.0,2,21-25 between,2,0,1,1,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ataşehir,410000,110.0,4,4,0,1,2,1,No,Yes,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1
Şişli,275000,60.0,2,26-30 between,0,1,1,1,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
Sultanbeyli,268000,68.0,3,0,1,1,1,0,No,Yes,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1
Tuzla,455000,93.0,3,5-10 between,1,1,1,1,No,Yes,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
Bakırköy,2800000,210.0,5,11-15 between,1,1,2,1,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beykoz,1175000,165.0,4,5-10 between,1,1,2,1,No,Yes,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0
Çekmeköy,360000,80.0,3,0,1,1,1,1,No,Yes,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0
Güngören,270000,75.0,3,26-30 between,2,1,1,1,No,Yes,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Beylikdüzü,570000,230.0,7,5-10 between,2,1,2,1,No,Yes,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
Avcılar,1000000,145.0,4,3,3,1,3,1,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Silivri,390000,105.0,3,0,1,1,2,1,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
Güngören,225000,75.0,3,1,0,1,1,1,No,Yes,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0
Küçükçekmece,750000,90.0,3,1,1,1,2,1,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0
Üsküdar,400000,90.0,3,26-30 between,0,1,1,1,No,Yes,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0
Beylikdüzü,475000,125.0,4,0,1,1,2,1,No,Yes,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,2,1
Bakırköy,5000000,180.0,5,0,2,1,2,1,No,Yes,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0
Büyükçekmece,260000,90.0,3,11-15 between,2,1,1,1,No,Yes,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Silivri,225000,75.0,3,5-10 between,2,1,1,0,No,Yes,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Esenyurt,128000,75.0,3,5-10 between,0,1,1,0,No,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arnavutköy,225000,80.0,3,0,1,1,1,1,No,Yes,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0
Üsküdar,675000,100.0,3,0,3,1,2,1,No,Yes,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
Şişli,850000,100.0,3,31  and more than,2,1,1,1,No,Yes,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0
Avcılar,540000,105.0,4,0,2,1,2,1,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Şişli,720000,130.0,4,4,0,1,2,1,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beylikdüzü,600000,240.0,7,0,2,1,2,1,No,Yes,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,2,1
Fatih,260000,75.0,2,5-10 between,0,1,1,1,Unknown,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Çekmeköy,280000,80.0,3,2,2,1,2,1,No,Yes,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0
Pendik,260000,48.0,2,3,1,1,1,1,Yes,Yes,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0
Beyoğlu,275000,90.0,3,5-10 between,0,1,1,1,No,Yes,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
Küçükçekmece,1800000,170.0,5,5-10 between,0,1,2,1,No,Yes,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,2,1
Bahçelievler,350000,120.0,3,31  and more than,1,1,1,1,No,Yes,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0
Güngören,900000,115.0,4,26-30 between,1,1,1,1,No,Yes,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0
Avcılar,420000,140.0,6,26-30 between,2,1,2,1,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Esenyurt,95000,,2,5-10 between,0,1,1,0,Yes,Yes,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bayrampaşa,649000,210.0,7,5-10 between,2,1,3,1,Yes,Yes,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1
Ümraniye,255000,67.0,3,0,1,1,1,1,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ümraniye,360000,150.0,5,11-15 between,1,1,2,1,No,Yes,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
Bahçelievler,650000,185.0,6,0,2,1,1,1,No,Yes,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
Sultangazi,228000,110.0,3,11-15 between,0,1,1,1,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bayrampaşa,470000,85.0,3,0,1,1,1,1,No,Yes,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1
Zeytinburnu,550000,95.0,3,4,1,1,1,1,No,Yes,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1
Bayrampaşa,1050000,200.0,5,11-15 between,1,1,2,1,No,Yes,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0
Beykoz,415000,70.0,3,4,1,1,1,1,Yes,Yes,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1
Pendik,630000,101.0,3,0,2,1,2,1,No,Yes,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1
Tuzla,495000,140.0,4,0,1,1,2,1,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eyüpsultan,815000,170.0,6,0,1,1,2,1,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kağıthane,429000,70.0,3,0,2,1,1,0,No,Yes,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1
Tuzla,290000,100.0,4,16-20 between,1,1,1,1,No,No,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0
Başakşehir,424000,111.0,4,4,1,1,1,1,No,No,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Beyoğlu,265000,78.0,3,26-30 between,2,1,1,1,No,Yes,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0
Eyüpsultan,600000,135.0,5,0,1,1,2,1,No,Yes,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0
Gaziosmanpaşa,150000,75.0,3,21-25 between,0,1,1,0,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Esenler,260000,80.0,3,5-10 between,0,1,1,1,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ümraniye,263000,85.0,3,21-25 between,0,1,1,1,No,Yes,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0
Arnavutköy,385000,190.0,6,0,3,1,2,1,No,Yes,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0
Küçükçekmece,600000,145.0,5,21-25 between,2,1,2,1,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fatih,1600000,150.0,4,26-30 between,1,1,1,1,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zeytinburnu,800000,110.0,4,16-20 between,0,0,1,1,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zeytinburnu,405000,115.0,4,16-20 between,1,1,1,1,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kartal,300000,55.0,2,5-10 between,2,1,1,0,No,Yes,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0
Kartal,590000,88.0,3,5-10 between,2,1,2,0,No,Yes,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
Kadıköy,1275000,169.0,6,3,2,1,2,1,No,Yes,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
Fatih,140000,70.0,2,26-30 between,0,1,1,0,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
Bağcılar,430000,160.0,6,3,1,1,1,1,No,Yes,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1
Maltepe,875000,240.0,6,0,2,1,2,1,No,Yes,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
Esenyurt,160000,70.0,3,5-10 between,0,1,1,1,No,Yes,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Sultangazi,480000,120.0,4,0,1,1,2,1,No,Yes,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,2,1
Bağcılar,560000,100.0,4,11-15 between,2,1,2,1,No,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sarıyer,875000,180.0,5,0,2,1,3,1,No,Yes,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0
Bayrampaşa,375000,85.0,3,0,0,1,2,0,No,Yes,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0
Bahçelievler,330000,115.0,3,31  and more than,2,1,1,1,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maltepe,540000,95.0,3,0,1,1,2,1,No,Yes,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0
Ataşehir,235000,30.0,2,0,0,1,1,0,No,Yes,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
Güngören,370000,100.0,4,5-10 between,1,1,1,1,No,Yes,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
Eyüpsultan,550000,180.0,5,5-10 between,2,1,2,1,No,Yes,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1
Maltepe,1375000,125.0,4,3,2,1,1,1,No,Yes,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,2,1
Maltepe,175000,75.0,3,26-30 between,2,1,1,1,Unknown,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ümraniye,416500,80.0,3,0,1,1,1,1,No,Yes,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1
Kartal,330000,70.0,3,0,0,1,1,0,No,Yes,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Bayrampaşa,194000,90.0,3,5-10 between,0,1,1,0,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Büyükçekmece,1400000,182.0,4,5-10 between,1,1,2,1,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sarıyer,2200000,200.0,4,1,2,1,2,1,No,Yes,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1
Sarıyer,1100000,44.0,2,1,1,1,1,0,No,Yes,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,2,1
Avcılar,189000,95.0,3,0,0,1,1,1,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0
Fatih,560000,83.0,3,31  and more than,1,1,2,1,No,Yes,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0
Kartal,700000,120.0,4,5-10 between,2,1,1,1,No,Yes,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Esenyurt,345000,125.0,4,11-15 between,2,1,1,1,No,Yes,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,3,1
Üsküdar,1325000,110.0,5,0,2,1,2,1,No,Yes,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
Eyüpsultan,368000,105.0,3,0,2,1,1,1,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ataşehir,265000,80.0,3,4,0,1,1,0,Yes,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1
Sarıyer,2100000,104.0,3,2,3,1,2,1,No,Yes,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1
Tuzla,325000,75.0,3,0,1,1,1,1,No,Yes,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,3,1
Gaziosmanpaşa,300000,85.0,3,5-10 between,0,1,1,1,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Esenyurt,870000,92.0,3,1,2,1,2,1,No,Unknown,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arnavutköy,182000,80.0,3,0,0,1,1,0,No,Yes,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,3,1
Kartal,272000,56.0,2,5-10 between,1,1,1,1,No,Yes,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Üsküdar,225000,80.0,3,31  and more than,0,0,1,0,No,Yes,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0
Kadıköy,2700000,170.0,5,0,2,1,2,1,No,Yes,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1
Bahçelievler,1100000,110.0,4,5-10 between,1,1,2,1,No,Yes,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
Küçükçekmece,545000,140.0,5,1,2,1,1,1,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sultangazi,565000,160.0,6,0,2,1,2,1,No,Yes,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1
Şile,300000,80.0,3,0,0,1,1,1,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sarıyer,2550000,160.0,4,4,3,1,2,1,No,Yes,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,3,1
Eyüpsultan,595000,110.0,3,1,1,1,1,1,No,Yes,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,3,1
Güngören,410000,125.0,4,26-30 between,2,1,1,1,No,Yes,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
